'Hi I&rsquo;m a Kara enthusiast'
'O dabar dar kaip ir vis dar skaitos, kad keliauju tai jo 😆'
'O tai tu kaip?;&rpar;'
'O čia seniai jau susikūrei?;&rpar;'
'Aai tai dar visai neseniai'
'Prisimenu, kad kai tik suėjo 18 atsisiunčiau tinderi, nes labai hype buvo xdd'
'Ir tada gal pusę metų naudojaus, bet ir ištryniau, ir nuo tada tik kai keliauju atsisiunčiu'
'Nu tai kaip ir sakiau, lygiai taip pat veikia kaip dabar su šita Tinder Passport funkcija, tiesiog nuvarai į kitą šalį apžvelgti vietinį kontingentą 😆'
'&colon;D aš nežinau kaip tu interpretavai, bet gali mielai atskleisti, pasakysiu ar teisingai 😌'
'Nu manęs tai tikrai neįžeisi nebijok, ir čia manau vienintelis būdas išsiaiškint, ar nesutinki? 😄'
'Ką turi omeny, kraštutiniausia sąvokos prasme? 😂'
'bet tai neatsako į mano klausimą 😁'
'Velnias mus gundo kiekvieną dieną, ką tu nori pasakyti?&colon;&rpar;'
'Kodėl taip nusprendei? 🙂'
'Bet o koks klausimas, vis dar nesupratau 😄'
'Nu taip, aš gal ir įsivaizduoju, bet o kodėl tau tiesiog nepasakius, kad man nereikėtų spekuliuoti?&colon;D'
'Ką sudrumstei, taigi viskas gerai 😅'
'Aš tiesiog labai esu už atvirą bendravimą, nematau priežasties, kodėl tu neturėtum man kažko pasakyti &colon;&rpar;'
'Manęs tikrai tu niekaip neįžeisi ir nešokiruosi, nebijok &colon;&rpar;'
'supratau, labai retą žodį pavartojai, gašlumas yra viena iš septynių mirtinų nuodėmių, paprastai dar vadinamas geismu'
'Tai tavo visai validi nuomonė šiame kontekste, bet aš vis tiek klausimo nesupratau 😄'
'Ta prasme, tu manęs klausi, ar aš keliaudamas užsiimu gašlumu? 😁'
'&colon;DD baik atsiprašinėt, taigi viskas normaliai'
'Ai tai jo, aišku, kad ne 😂'
'Apžvelgti kontingentą tai tiesiogine prasme, tiesiog pasižiūrėti kaip vietinės merginos atrodo, pažiūrėti kuo skiriasi nuo lietuvaičių 😁'
'Nemanau, kad daug ir reikia tikėtis čia tame tinderyje 😄 o padorūs vaikinai tai dažniausiai nesinaudoja tinderiu &colon;DD'
'Kaip ir merginos, jeigu lygybę propaguotume, čia dažnai nebūna tokios tyros taip sakant 😌'
'Tai tikrai taip'
'Pasakyk kokį nors labiausiai cringe žinutę, kokią esi čia gavus &colon;D'
'&colon;DD šitas visai blogas'
'Žinai, vaikinai dažniausiai pirmi rašo, tai ne tiek daug ir turiu tų cringe momentų'
'Nebent iš mano pusės xdd'
'Tai jo aišku, tik dėl reakcijų praktiškai ir esu čia x&rpar;'
'Bet tu irgi kažkokia paslaptinga'
'Iš nuotraukų negaliu nuspręst, ar tavo plaukai lygūs ar garbanoti 🙄'
'Tai va matai, labai daug ką lemia'
'Bet bent jau plaukų spalva tai natūrali ane ;&rpar;'
'Nes čia esu tokių radęs, kur keturios nuotraukos ir visose skirtingų spalvų plaukai 🙄'
'Nu nežinau, čia dar klausimas x&rpar;&rpar;'
'Nu čia tai jau būtų moterų objektyvizacija, aš juk ne seksistas 👀'
'Nee labai gerai, kad paklausei, čia šiuo atveju gal net ne tiek norėjai apginti, kiek mane geriau suprasti, tai tikrai nematau nieko blogo gilintis į kitų požiūrius &colon;&rpar;'
'Atsakant į klausimą, tai ne, nesakau kad man nepatinką merginos skirtingų plaukų spalvų, tiesiog sakau, kad sunku nustatyti kokia gi ta tikroji 😄'
'O jeigu šiaip, tai aš visai senamadiškas, asmeniškai labiau natūralios spalvos plaukai patinka 😌 tokie kaip tavo pavyzdžiui 😉'
'Žiūrėk, Ema, prisimeni dar tą žinutę apie pasirinkimus? Ten aš šiaip norėjau daugiau apie tave sužinoti, bet ir ne tik 😉'
'nuscrollink iki tos žinutės, ir iš eilės perskaityk tos žinutės kiekvieno sakinio pirmą žodį &colon;&rpar;&rpar;&rpar;'
'Labai norėtum ko? ;&rpar;&rpar;&rpar;'
'aš tik noriu, kad mes &apos;on the same page&apos; būtume, kaip sakoma ;&rpar;&rpar;&rpar;'
'Taip, teisingai supratai, mano idėją ;&rpar;&rpar;'
'Smalsumas kartais priveda prie įvairių dalykų žinai ;&rpar;&rpar; '
'bet gali ir prie labai gerų privesti 😉'
'apetitas kyla bevalgant 😉'
'pala aš jau visai sutrikau, ką tu tuo nori pasakyt?&colon;D'
'kas čia per konferencija lmao'
'žiūrėk, labai rimtas klausimas&colon;'
'tiki kalėdų seneliu?'
'gerai, aš pasilaikysiu šitą tavo prielaidą, bet tu man tiesiog paprastai atsakyk į klausimą, ar tiki? ;&rpar;&rpar;'
'ir dar iškart papildomas klausimas, jeigu atsakymas ne - ar kada nors tikėjai?'
'man atrodo tu tiesiog permąstai, nesusidaryk tokio įspūdžio, kad kiekvienas mano sakinys kažkokią gilią intelektinę vertę turi &colon;DD'
'bet suprasi kodėl klausiu greitai, tik dar kelis klausimus užduosiu 😉'
'apie tikėjimą kalėdų seneliu - gal prisimeni kada maždaug nustojai tikėt, maždaug kiek metų buvo? 🙂 '
'Tikrai čia ne testas, ramiai 😂'
'Dabar kitas klausimas&colon; ar jauteisi nusivylus, kai sužinojai, jog jis neegzistuoja?'
'nu gerai, čia gal tikrai sunkus klausimas, gal ne tiek ir svarbus'
'Dabar ateinu prie esminio klausimo&colon; ar norėjai, kad tėvai tau anksčiau butų pasakę, kad kaledų senelis neegzistuoja? '
'Arba jeigu negali taip tiksliai ir į tą klausimą atsakyti, tai pasakyk šiaip, ar norėsi savo vaikams sakyti, kad kalėdų senelis egzistuoja &lpar;meluoti&rpar; iki tol, kol jie patys išsiaiškins, kad tai netiesa? 😉'
'būtent, labai sutinku su tuo, kad nereikia &quot;šokinėti aplinkui&quot; vaiką '
'o apie visuomenės aspektą, tai jo, matyt neišeis paaiškint vaikui, kad va, tu dabar žinai tiesą, bet neik ir jos niekam nesakyk, ir nemanau, kad tai būtų teisinga taip elgtis, nes visgi - tiesą reikia skelbti visomis prasmėmis 🙂'
'matyt tiesiog priklausytų ką tiksliai vaikas išgirstų iš tėvų. Viena galimybė gal būtų sakyti, jog kalėdų senelis tikras &lpar;ir tai nebūtų netiesa, nes Laplandijoje iš tiesų gyvena kalėdų senelis 😉 &rpar;, bet jis tiesiog paskiria tas dovanas dovanoti per tėvus 😉'
'Jeigu vaikas suėjus dešimčiai metų nemokės meistriškai valdyti kardo, tai išsižadėsiu'
'O tarp kitko, žinai koks buvo Platono požiūris apie vaikų auginimą? Savo veikale “Valstybė&rdquo; jis aprašo, gali pasižiūrėt ;&rpar;'
'Viso veikalo tai tikrai ne, bet dalimis ir truputį nagrinėjęs'
'Ne nu nežinau, informatiką studijuoju tai matyt tiksliukas &colon;&rpar;&rpar;'
'Tai o kaip kitaip, matyt nestudijuočiau to jeigu nebūčiau tiksliukas 😉'
'nu čia tai tikrai nieko protingo nepasakiau, tiesiog logiška gal 😂'
'Ačiū tau, kad taip manai, smagu būti įvertintam nors ir to nesiekiu 😄'
'Puikybė irgi yra viena iš 7 mirtinų nuodėmių 😬'
'Esi visiškai teisi, tai yra labai svarbu, ir labai gerai, kad tokių klausimų nenumeti į šalį, o bandai gilintis, net jeigu ir tai, kaip sakai, atveda į tikėjimo krizę'
'Bet tavo situaciją, net ir pilnai neįsigilinęs, galiu suprasti, nes apie tai kuo žmogaus sąžinė skiriasi nuo religinių įsakymų kalbėjo dar pats Imanuelis Kantas, tik jis tai vadino doktrinos ir etiškumo skirtimi ir suderinamumu'
'Tai žodžiu, jeigu ne per daug asmeniška, galim pabandyt pasikalbėt ir apie tai 😄'
'Atsiprašau, kad visą dieną atsijungęs buvau 😅 kažkaip nesuradau laiko tinkamai apgalvoti šioms svarbioms mintims, nes manau, kad nereikia atsainiai į tokius dalykus žiūrėk'
'Bet jeigu jau pradėtume ta tema kalbėtis, tai norėtųsi dar geriau tavo situaciją suprasti 😌'
'Man įdomu gal būti sužinoti, kai sakai, kad remiesi sąžine, ta kaip manai kas ją suformavo tau asmeniškai? Ar gal ji tiesiog iš kažkur kyla? Čia gali ir labai abstrakčiai atrašyt &colon;&rpar;'
'Tai tikrai taip, sakyčiau sąžinė kyla iš vertybių ir iš supratimo, kas yra gera ir bloga'
'Tai čia visiška tiesa, kad vertybes ir gėrio sampratą žmonės, o ypač vaikai perima iš tėvų ar šiaip autoritetų, kurie jau daugmaž žino kas yra tikrieji gyvenimo prioritetai'
'Bet tada klausimas, jeigu tos vertybės yra perduodamos tik iš kartos į kartą, tai vis tiek iš kažkur turėjo kilti'
'Psichoanalitikas Karlas Jungas tai išvedė kolektyvinės pasąmonės teorija, reiškiančią, kad kai jau per kelias kartas būna perduodamos tam tikros vertybės, tai jos jau sukuria visą kultūrą'
'O mūsų, vakarų civilizacijoje, visą formavimąsi iš esmės lėmė Judeo-Krikščioniška kultūra, su stipriu visuomeniniu ir teisiniu pagrindu. Nu bet čia jau istoriniai dalykai 😄'
'Ką aš noriu pasakyti, tai kad toks dalykas kaip sąžinė gali būti suformuojamas ir artimiausios šeimos ar draugų aplinkos, bet gali būti, taip sakant, netgi paveldimas iš kultūrinės aplinkos, kuri, objektyviai žiūrint į vakarų civilizacijos pavyzdį, kyla iš judeo-krikščioniškų vertybių &colon;&rpar;'
'tokia mini paskaita iš mano pusės, gali neskubėt atsakinėt 😂'
'Blemba kiek daug gerų skirtingų temų palietei, visoms pilnai išnagrinėti tai filosofijos magistro semestro matyt prireiktų 😄'
'Bet galim po truputį eit, pirmiausiai atsakant apie kultūrų ir religijų skirtumus'
'Aš tada šiaip tavęs klausčiau, ar tu nemanai, kad kai kurios kultūros yra objektyviai geresnės? ;&rpar;'
'Imant islamo pavyzdį, labai drąsiai galiu teigti, jog mūsų kultūra yra tiesiogine to žodžio prasme geresnė 😌'
'Mūsų kultūroje moteris nėra apmėtoma akmenimis, jeigu vyras tik įtaria ją svetimaujant; moteris neprivalo nešioti 98% kūno dengiančių rūbų, kad atrodytų “padori&rdquo;; žmonės, atsisakantys tikėjimo ir atsiskiriantys nuo religijos nėra viešai nužudomi, už “Dievo išdavystę&rdquo;'
'Ko negalėtum pasakyti, apie kai kurias kitas kultūras'
'Čia aišku aš labai aštriai parašiau, bet visa tai yra realybė, kuri iki šių dienų vyksta islamistinėse valstybėse, ir kažkokiu būdu bandyti tai nuneigti, ir sakyti, jog visos kultūros yra savaime vertingos ir lygios, yra mažų mažiausiai nežmogiška 🙂'
'nu o apie socialinį teisingumą irgi galėsim pakalbėti, bet jau po šios temos 😉'
'Nu gerai, islamo religijos nagrinėjimas yra kita tema, kuria pats nesijaučiu pakankamai apsiskaitęs, kad kalbėčiau'
'Bet mes juk pradėjom apie kultūrą kalbėt, ir čia tada nelabai jau kaip ir svarbu yra, ko moko Koranas, jeigu visuomenėje tokie dalykai vyksta ir jie yra priimtini, ar nesutinki? 🤔'
'Viskas ok, tik man atrood mums paprasčiau reikia kalbėti. Tu iš esmės teisingai galvoji, kad religijos suteikia moralinį pagrindą, bet jos tikrai visos labai skiriasi, ir ne tik dėl savo susikūrimo laikmečio ir aplinkybių. Čia yra tikrai labai dažna klaida, kurią žmonės daro, sakydami jog visos realybės yra iš prigimties vienodos ir jau tik pačiuose aukščiausiuose sluoksniuose atsiranda skirtumų. Iš tikrųjų, tai visos religijos iš pagrindų skiriasi ir tik kai į paviršių žvelgi, jos atrodo vienodos. Visos turi skirtingas susikūrimo istorijas ir pagrindinius jų “vedlius ir skelbėjus&rdquo;, todėl ir labai skirtingas vertybes. Todėl aišku galima sakyti, kad jos visos turi moralinį pagrindą, bet ar teisingą, čia jau iškyla klausimas. O tuo labiau negalima sakyti, jog jos visos dėl to yra lygios ir vienodai geros&sol;blogos &colon;&rpar;'
'O visas teologijos mokslas ir yra tuo remiamas, kad tu giliniesi į religijos esmę ir ieškai skirtumų, tam kad suvoktum kuris gi yra tas teisingas kelias, nesakau, kad krikščionybė jau yra tobula religija &lpar;pats labai dažnai kritikuoju Bažnyčios kaip institucijos veiklą&rpar;, bet tikrai remdamasis teologiniais įrodymais, galiu pasakyti, kad ji yra teisingiausia 😌'
'Ir dar, kitas dalykas kurį paminėjai, kad vien tik das faktas, kad žmogus gimsta krikščioniškoje kultūroje, jo nepadaro viršesniu kitos kultūros žmogaus atžvilgiu, čia aš visiškai sutinku.'
'Bet būtent įsigilinimas į religiją ir jos mokomų dogmų supratimas, o ne jų aklas priėmimas, tau suteikia Tikėjimą &lpar;kas tarp kitko yra būtent būdinga krikščionybei, o ne kitoms pasaulio religijoms&rpar;, kuris leidžia geriau išsigryninti moralines tiesas &colon;&rpar;'
'Gerai pritariu, pakalbėsim giliau apie tai akis į akį 😏'
'Jeigu jau mokytojas, tai noriu būti Obi Wan Kenobi ⚔️'
'Aš matęs, bet matyt labai labai seniai, nes nes nepamenu tiksliai kas tas Master Shifu 😂'
'Čia ta žąsis?'
'Aaai jo, tas su ūsais toks ane'
'Tai kaip jau suprantu, mėgstamiausias tavo filmukas ane 🐼'
'Jo Simarono žirgą seniai kažkada matęs, lygtais visai geras'
'Bet man tai niekas Liūto Karaliaus nepranoks 🦁'
'Jo, aš irgi tik seną matęs, klasikų klasika'
'Yoo, normaliai visaii'
'Kaip tu?'
'Aha matai kaip stalai pasisuko 😏😏'
'Aš kai prašiau numerio tai tu atsisakei x&rpar;&rpar;'
'Tai lygybės labui reikėtų matyt ir man vieną kartą atsisakyt 🙄'
'O dabar aš tavęs klausiu, gal nori duoti savo numerį? 😎👉👉'
'Labai mėgstu galvosūkius &colon;3'
'Tuoj pala reikia pagalvoti net'
'Man tau vokišką ar lietuvišką numerį atsiųst?;&rpar;'
'Tu sugėrei visą orą\nmano kambary,\nir sukėlei tikrą audrą\nmanoje širdy'
'iki kažko gražaus\nporos žodžių tik pritrūko,\nišmok skaityti\niš mano lūpų'
'kambary sienom lipu\ntraukia prie lubų,\ntavo akys magiškos\niškęst nebegaliu,\nsakyk kiek man dar laukti\nnes jau tavęs geidžiu'
'Dėl tavosios širdies\nparašyčiau visą poemą,\nIšties'
'XDDdd nu gerai jau pakaks, tiesiog pagavęs įkvėpimas kažkaip buvo'
'Nepažįstamo*'
'Pritariu, kad tam paskutiniam gal ir persistengiau xdd'
'Nu galiu tikrai pasakyti, kad tikrai visoms nesiunčiu eilių 🤗'
'Tiesiog tavo poetiškas vardas mane įkvepė 😏'
'Audra, koks tavo numeris?'
'Pasakyk, kad aš pirmas, kuris tai tau atsiunčiau 😎👉👉'
'Taip kad, kaip maestro yra pasakęs, nesimaivyk beib ir varom susitikt'
'tai tik skaičius mažut'
'tik pasakyk kada prilėkt'
'atvariau, išeik į kiemą'
'aš ežero dugne'
'Aš paskendau tavo akių šviesoj'
'noriu kilti noriu kristi, kalbėt visa tai ir niekada neišduot'
'išgersiu paskutinę ledinę taurę vyno ir važiuoju pas tave'
'Pasakyk man kiek mylių man dar nueit'
'tu ištraukei žemę man iš po kojų'
'nemylėjau tavęs'
'Mane neša burės pas tave'
'vasaros vėjai nusinešė meilę'
'vasaros vėjai nusinešė meilę'
'liūte neliūdėk'
'Eyy, Gabriele, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Rolandu Kazlu ar Šarūnu Jasikevičiumi?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Ups sori, o ir pase taip parašyta?🤔'
'koks tavo numeris'
'Labas, Karina, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Cristiano Ronaldo ar Brad&rsquo;u Pitt&rsquo;u?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Atsakymas priimtas'
'Mes sutinkam 62,5% tikslumu'
'Nuomonė išsiskiria ties 1,5,8'
'Bet užtat svarbiausiais punktais sutinkam ;&rpar;'
'Tuoj suprasi ;&rpar;'
'Perskaityk pirmos žinutės kiekvieno sakinio pirmą žodį iš eilės 😏'
'Sakinys tai ne nauja eilutė xdd'
'Toks gudresnis čia ;&rpar;&rpar;'
'tai ką pasakysi?&colon;&rpar;&rpar;&rpar;'
'tikrai taip 😉'
'tai kaip ir sakiau - vasarą, dabar dar net ne Lietuvoje esu 😌'
'Habsburgų Imperijos Sostinėje 😌'
'Vienoj tą vieną kartą buvai viena?🤔'
'Gal parvežti šnicelį lauktuvių?;&rpar;'
'Mocarto marcipaninių saldainių?;&rpar;'
'Jo aš irgi žiauriai nemėgstu'
'Tai ok tavo mamai parvešiu 🤗'
'O tau austriško alaus &colon;&rpar; ;&rpar;'
'Jeigu yra 20 aišku 🙄'
'Nežinau tada kaip su tom lauktuvėm bus 🙄'
'O gal ir vardas tada tavo netikras?'
'Bet kodėl tada tiek daug metų iš viso dėti? xd'
'Jeigu su fb jungei, tai tada pagal fb uždėtą amžių žiūri'
'Tavo skruostai kaip lysvės, kuriose auga kvepiančios žolės'
'Tavo lūpos kaip lelijos, varvančios geriausia mira'
'Ar pabūsi libero mano kelėjui? 😋'
'Ar sakytum, kad esi libero ir gyvenime? 🤔'
'Žinai šiaip ką reiškia libero itališkai, ane?;&rpar;'
'italų kalba ta prasme, ką reiškia žodis ‘libero&rsquo;'
'Jei per tiek laiko dar neišsivertei per google, tai reiškia “laisvas&rdquo;'
'Tai sakytum esi “laisva&rdquo; ir gyvenime? 🙄'
'Blemba norėčiau tokių blauzdų kaip tavo 🥵'
'Tiksliau norėčiau, kad tos blauzdos būtų aplink mane'
'Noriu būti tas arbūzas'
'Pala o tau tikrai 18?'
'Labas, Gabriele, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Cristiano Ronaldo ar Brad&rsquo;u Pitt&rsquo;u?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'atsakymas priimtas'
'Mes sutinkame 71,43% tikslumu'
'Įvertinimas&colon; patenkinamas ✅'
'Aš iskeisių respiratorių į tavo širdį 🤭'
'Gerai tada pasižadu, jeigu susirgsi, gydyti tave ir rūpintis tavimi, negailėdamas prakaito, jėgų ir net gyvybės, atsiduodamas pilnai ir visiškai tavo fizinei ir emocinei gerovei'
'Labas, Guoda, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Cristiano Ronaldo ar Brad&rsquo;u Pitt&rsquo;u?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Labas, Migle, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Cristiano Ronaldo ar Brad&rsquo;u Pitt&rsquo;u?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Labas, Migle, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Cristiano Ronaldo ar Brad&rsquo;u Pitt&rsquo;u?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Labas, Egle, pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Cristiano Ronaldo ar Brad&rsquo;u Pitt&rsquo;u?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Labas pažaidžiam žaidimą 👇\nTavo pasirinkimas&colon;\nAkys ar Plaukai?\nLabai gera atmintis ar sakalo akys?\nGražios vestuvės, bet nuobodus medaus mėnuo, ar atvirkščiai?\nNorėtum labiau geros karjeros ar geros šeimos?\nVasarą turėti vilą pajūry ar žiemą trobelę kalnuose?\nSusitikti su Natalie Portman ar Leo DiCaprio?\nKavos pupelės ar malta kava?\n😏 ar 😉 ?'
'Ok, galim iš viso po vieną varyt ;&rpar;'
'Tu pradėk'
'2. renkuosi super atmintį'
